loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies
16500,36 months,11.99,547.96,C,C1,Information Specialist 4,10+ years,MORTGAGE,76000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,2.56,Jan-2006,12,0,7256,23.5,15,w,Individual,0,0
8275,36 months,10.78,270.06,B,B4,,,MORTGAGE,55000,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,38.05,May-1991,10,0,46623,89.7,23,w,Individual,4,0
35000,36 months,17.27,1252.56,D,D3,Director of Catering & Events,< 1 year,MORTGAGE,80000,Source Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,15.77,Mar-1989,9,0,13859,74.1,19,w,Individual,1,0
20000,36 months,5.32,602.3,A,A1,Radiology Ancillary Manager,< 1 year,MORTGAGE,106000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,20.04,Jan-1999,14,0,16210,35.2,28,w,Individual,2,0
22800,36 months,5.32,686.62,A,A1,Owner,6 years,MORTGAGE,76000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,21.96,Oct-1999,12,0,15801,37.3,27,w,Individual,3,0
10000,36 months,8.49,315.63,B,B1,Accounting Clerk,4 years,OWN,35000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,33.54,Nov-1994,12,0,23294,44.3,30,w,Individual,1,0
19000,36 months,10.78,620.06,B,B4,director of working credit,10+ years,MORTGAGE,155000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,18.42,Sep-2003,7,0,14815,75.2,27,w,Individual,4,0
18000,60 months,8.49,369.22,B,B1,QA Engineer,5 years,MORTGAGE,92000,Not Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,3.48,May-1999,4,0,4381,57.6,16,w,Individual,3,0
6000,36 months,16.59,212.7,D,D2,Lead bartender,2 years,RENT,40000,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,10.8,Feb-2009,6,0,3510,46.8,10,w,Individual,0,0
35000,36 months,16.59,1240.72,D,D2,Oracle Systems Administrator,10+ years,MORTGAGE,105000,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,27.22,Dec-1993,15,0,40781,66.3,24,w,Individual,3,0
6000,36 months,13.99,205.04,C,C4,Sr Finance Project Manager,10+ years,MORTGAGE,210000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,12.55,May-2009,9,0,43074,88.8,19,w,Individual,2,0
16000,36 months,13.99,546.77,C,C4,PAYABLES,< 1 year,RENT,52000,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,33.12,Sep-1995,15,1,7971,26.2,19,w,Individual,0,1
5000,36 months,16.59,177.25,D,D2,,,RENT,19000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,14.28,Mar-2007,6,0,4040,80.8,8,w,Individual,0,0
3000,36 months,18.49,109.2,D,D5,case worker,1 year,RENT,54000,Not Verified,Dec-2015,Charged Off,house,Home buying,32.18,Jun-1999,46,0,24977,33.2,89,w,Individual,0,0
20000,36 months,14.85,691.84,C,C5,social worker,10+ years,OWN,120000,Not Verified,Dec-2015,Charged Off,other,Other,33.29,Sep-1988,11,0,50651,91.9,19,w,Individual,6,0
24000,60 months,23.13,678.37,F,F2,Coordinator,6 years,MORTGAGE,43435,Verified,Dec-2015,Fully Paid,debt_consolidation,,35.7,Jul-1998,13,1,12508,73.1,22,w,Joint App,1,1
20000,36 months,7.49,622.04,A,A4,IT Manager,10+ years,MORTGAGE,106000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,27.2,Jan-2001,17,0,27910,54.6,32,w,Individual,4,0
8000,36 months,9.17,255.04,B,B2,QA nurse,< 1 year,RENT,65000,Verified,Dec-2015,Fully Paid,major_purchase,Major purchase,22.05,Mar-1996,13,0,13171,79.8,35,w,Individual,1,0
5000,36 months,12.88,168.19,C,C2,General Manager,< 1 year,RENT,47000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,38.61,Apr-2003,17,0,10099,54.9,35,w,Individual,0,0
20000,36 months,5.32,602.3,A,A1,Train Service Supervisor,10+ years,MORTGAGE,135000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,15.9,Jan-1982,14,0,14467,44.4,32,w,Individual,7,0
5000,36 months,13.44,169.54,C,C3,R.N.,6 years,RENT,110000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,24.66,Apr-1994,28,0,26360,74.5,59,f,Individual,2,0
30425,60 months,19.89,804.22,E,E3,Chief Deputy,9 years,MORTGAGE,69201,Verified,Dec-2015,Current,credit_card,Credit card refinancing,16.67,Apr-2000,16,0,49012,87.2,22,f,Individual,5,0
12000,36 months,10.78,391.62,B,B4,sales,5 years,RENT,29500,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,16.27,Jan-2007,8,1,12710,53.4,10,w,Individual,0,1
19675,60 months,21.48,537.61,E,E5,Software Engineer,< 1 year,MORTGAGE,86000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,8.09,Jul-2008,8,0,10734,39.2,10,w,Individual,1,0
24000,36 months,9.8,772.17,B,B3,Chief Operating Officer,3 years,OWN,125000,Not Verified,Dec-2015,Charged Off,home_improvement,Home improvement,2.96,May-2003,24,0,7280,14.5,27,w,Individual,0,0
12000,36 months,10.78,391.62,B,B4,Faculty,2 years,MORTGAGE,85000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,24.06,Apr-2000,18,0,13616,46.3,40,w,Individual,4,0
12000,36 months,5.32,361.38,A,A1,Secretary/Tresurer,4 years,OWN,45000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,29.87,Jul-1987,7,0,8994,63.3,23,w,Individual,1,0
28000,36 months,7.91,876.26,A,A5,Trader,2 years,MORTGAGE,112000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,11.95,Mar-1990,5,0,32983,50,15,w,Individual,2,0
14000,36 months,10.78,456.89,B,B4,Senior Manager,7 years,RENT,105000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,26.66,Oct-2002,11,0,36206,88.3,30,f,Individual,0,0
9975,36 months,23.13,386.81,F,F2,Staff Bookkeeper,9 years,OWN,31200,Verified,Dec-2015,Fully Paid,other,Other,21.14,May-1981,10,0,9075,35.6,12,w,Individual,0,0
10000,36 months,5.32,301.15,A,A1,Product Manager,8 years,RENT,72000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,16.42,Jun-2010,13,0,31789,59.5,14,w,Individual,0,0
3600,36 months,13.99,123.03,C,C4,Care giver,5 years,MORTGAGE,34000,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,29.79,May-1995,11,1,10572,30.1,19,w,Individual,0,1
27850,36 months,24.24,1096.15,F,F3,Senior Departmental Technician,10+ years,MORTGAGE,55702,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,26.18,Jul-1999,10,1,7657,95.7,27,w,Individual,1,0
14000,36 months,9.8,450.43,B,B3,Nurse anesthetist,4 years,MORTGAGE,175000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,25.43,Dec-1999,19,2,41039,83.2,38,w,Individual,5,0
12475,36 months,5.32,375.69,A,A1,Certified Nursing Assistant,2 years,OWN,26000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,28.49,Aug-2008,6,0,6643,69.9,7,w,Individual,0,0
24000,60 months,13.44,551.5,C,C3,Transportation Manager,1 year,MORTGAGE,96000,Verified,Dec-2015,Fully Paid,credit_card,,22.7,Jun-2001,13,1,19403,53.3,24,w,Joint App,2,0
22400,60 months,14.85,531.14,C,C5,Senior Systems Engineer,3 years,RENT,96000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,20.45,Feb-2002,10,0,10802,85.1,19,w,Individual,3,0
26000,36 months,6.49,796.76,A,A2,Test Manager,6 years,MORTGAGE,124400,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,26.03,May-2001,8,0,20052,59,36,w,Individual,6,0
25000,60 months,13.44,574.48,C,C3,,,OWN,50000,Not Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,6.39,Jul-1995,11,0,8291,12.2,34,w,Individual,5,0
14000,36 months,9.8,450.43,B,B3,Senior Engineering Project Team Leader,10+ years,MORTGAGE,130000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,11.99,Jan-1999,14,0,78106,85.1,28,w,Individual,5,0
10000,36 months,6.49,306.45,A,A2,super intendent,8 years,OWN,52600,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,13.16,Oct-2003,12,0,4788,16.3,20,w,Individual,0,0
18300,60 months,16.59,450.78,D,D2,Executive Administrative Assistant,10+ years,MORTGAGE,118000,Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,21.49,May-1993,26,0,18056,43,42,w,Individual,2,0
11550,36 months,18.99,423.32,E,E1,,,MORTGAGE,28948.92,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,18.41,Nov-2001,9,0,14858,77.8,13,w,Individual,2,0
14000,36 months,6.99,432.22,A,A3,Deputy Division Chief,6 years,MORTGAGE,100200,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,19.34,Mar-1994,11,0,26355,69,23,w,Individual,9,0
9000,36 months,7.91,281.66,A,A5,Dispatcher,10+ years,MORTGAGE,90000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,9.28,Apr-1998,11,0,3218,11.1,40,w,Individual,3,0
8000,36 months,10.78,261.08,B,B4,Administrative Assistant,3 years,RENT,38000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,25.36,Nov-2001,13,1,7065,63.6,27,w,Individual,1,1
11000,36 months,7.91,344.25,A,A5,Teacher,2 years,MORTGAGE,60000,Not Verified,Dec-2015,Fully Paid,other,Other,28.36,Jun-2002,16,0,16701,47.2,24,w,Individual,0,0
11200,36 months,5.32,337.29,A,A1,Quality Manager,2 years,MORTGAGE,82500,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,14.79,Feb-1984,8,0,2721,6,25,w,Individual,4,0
21000,60 months,13.44,482.56,C,C3,RN- Staff Educator,2 years,MORTGAGE,75000,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,21.56,Nov-2004,25,1,14236,37.9,52,w,Individual,1,0
35000,36 months,11.99,1162.34,C,C1,manager,10+ years,RENT,130000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,19.75,May-1997,15,0,41206,62.5,20,w,Individual,0,0
20000,36 months,13.44,678.13,C,C3,Water Treatment Plant Operator,3 years,MORTGAGE,64000,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,23.85,Aug-2009,9,0,25020,73.4,22,w,Individual,2,0
24000,36 months,6.49,735.47,A,A2,Planner,10+ years,MORTGAGE,105000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,17.15,Nov-2000,7,0,30763,87.4,13,w,Individual,2,0
19800,36 months,11.99,657.55,C,C1,Manager,3 years,RENT,45000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,23.47,Apr-2004,12,0,6477,26.5,18,w,Individual,0,0
30000,36 months,12.88,1009.09,C,C2,machine operator leadman,9 years,RENT,84000,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,24.39,May-2002,8,0,2204,21.8,26,w,Individual,0,0
28000,36 months,5.32,843.22,A,A1,Senior Engineer,3 years,MORTGAGE,205200,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,21.6,May-1980,17,0,24236,54,40,w,Individual,6,0
13475,60 months,16.59,331.93,D,D2,Professor,6 years,MORTGAGE,62000,Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,30.41,Nov-1999,21,0,30033,85.8,49,w,Individual,2,0
27300,60 months,17.97,692.8,D,D4,Director,4 years,MORTGAGE,65000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,17.02,Jul-2001,9,0,29015,72.7,32,w,Individual,3,0
10000,60 months,13.99,232.64,C,C4,Accounting Supervisor,9 years,RENT,62000,Not Verified,Dec-2015,Current,credit_card,Credit card refinancing,29.06,Aug-1964,13,0,13323,42,23,w,Individual,0,0
24000,60 months,12.88,544.61,C,C2,Technical analyst,10+ years,RENT,73000,Not Verified,Dec-2015,Charged Off,credit_card,Credit card refinancing,19.76,Feb-2003,8,1,9016,88.4,20,w,Individual,0,0
1450,36 months,9.17,46.23,B,B2,Team Lead,2 years,MORTGAGE,35000,Source Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,18.59,Aug-2003,6,0,6916,69.2,16,w,Individual,1,0
4000,36 months,9.8,128.7,B,B3,English Teacher,2 years,MORTGAGE,47500,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,5.79,Mar-2008,12,0,5854,56.8,19,w,Individual,1,0
1000,36 months,11.48,32.97,B,B5,Production Control,10+ years,RENT,86000,Not Verified,Dec-2015,Fully Paid,major_purchase,Major purchase,20.64,Aug-2000,10,0,26498,80.3,22,w,Individual,0,0
24950,36 months,10.78,814.24,B,B4,Manager,5 years,MORTGAGE,65000,Not Verified,Dec-2015,Fully Paid,major_purchase,Major purchase,15.95,Apr-1985,15,0,9520,21.9,23,w,Individual,2,0
25000,36 months,5.32,752.87,A,A1,Region Vice President,10+ years,MORTGAGE,300000,Not Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,9.14,Jul-1993,10,1,7543,33.5,27,w,Individual,1,1
6000,36 months,7.91,187.77,A,A5,Sr Director Engineering,10+ years,MORTGAGE,250000,Source Verified,Dec-2015,Fully Paid,other,Other,16.17,Nov-1992,15,0,67109,82.3,33,f,Individual,5,0
21000,36 months,9.17,669.46,B,B2,IT Security Engineer,< 1 year,MORTGAGE,110000,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,22.5,Nov-1997,14,5,24093,46.1,20,w,Individual,0,0
2950,36 months,11.99,97.97,C,C1,,,MORTGAGE,22000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,16.58,Dec-2001,8,1,4285,45,22,w,Individual,2,1
33100,60 months,24.24,956.84,F,F3,Registered Nurse,10+ years,MORTGAGE,72000,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,23.77,Jan-1992,11,0,23791,64.3,23,w,Individual,0,0
6000,36 months,17.27,214.73,D,D3,System Engineer,10+ years,MORTGAGE,120000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,23.03,Mar-2006,16,0,20408,76.4,21,w,Individual,1,0
14400,60 months,19.89,380.64,E,E3,Senior Loan Officer,5 years,RENT,96200,Source Verified,Dec-2015,Current,debt_consolidation,,6.47,May-1998,19,2,8714,28.3,32,w,Individual,0,2
10500,60 months,17.97,266.46,D,D4,Detention Officer,1 year,RENT,28832,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,23.62,Jun-1991,10,0,7739,41.8,23,w,Individual,0,0
12000,36 months,11.99,398.52,C,C1,Rsa,5 years,OWN,35000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,20.82,Jan-2007,7,0,19850,40,16,w,Individual,1,0
20000,36 months,6.99,617.46,A,A3,MANAGING PARTNER,10+ years,MORTGAGE,120000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,16.8,Aug-1987,11,0,35896,61.1,40,w,Individual,10,0
10000,36 months,19.48,369,E,E2,driver,1 year,MORTGAGE,150000,Source Verified,Dec-2015,Fully Paid,other,Other,14.89,Mar-1996,10,0,3318,13.5,28,w,Individual,1,0
35000,60 months,19.48,917.19,E,E2,System Administrator,< 1 year,MORTGAGE,110000,Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,22.32,Jul-2004,10,0,18973,93.5,24,w,Individual,2,0
9525,36 months,13.99,325.5,C,C4,Accounting,6 years,MORTGAGE,55000,Source Verified,Dec-2015,Charged Off,credit_card,Credit card refinancing,30.96,May-2001,18,0,16992,76.9,32,w,Individual,3,0
20000,36 months,5.32,602.3,A,A1,"VP, Business Technology Mgr",2 years,MORTGAGE,187000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,14.68,Dec-2000,20,0,18711,25.9,37,w,Individual,4,0
14450,36 months,11.48,476.37,B,B5,Branch Manager,7 years,MORTGAGE,116300,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,2.86,Dec-2002,4,0,883,26,23,w,Individual,6,0
21600,36 months,6.99,666.85,A,A3,Director,3 years,MORTGAGE,120000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,20.73,Sep-1990,18,0,143395,24.6,36,w,Individual,5,0
12600,36 months,6.99,389,A,A3,Executive Assistant,1 year,RENT,73000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,5.56,Jul-1992,3,0,8699,77.4,7,w,Individual,0,0
35000,60 months,15.77,846.87,D,D1,Underground Cable Splicer,10+ years,MORTGAGE,120000,Source Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,18.32,Dec-2000,14,0,30815,54.9,26,w,Individual,2,0
14800,36 months,15.77,518.65,D,D1,Program coordinator,7 years,RENT,48000,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,20.55,May-2000,17,1,2659,17.5,22,w,Individual,0,1
20000,36 months,13.44,678.13,C,C3,Child Family Service Specialist,1 year,RENT,53000,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,15.29,Apr-2005,13,0,16180,59.1,25,w,Individual,0,0
9600,36 months,11.48,316.48,B,B5,Assistant Principal,10+ years,RENT,110000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,13.83,Jan-1988,8,1,7544,75.4,24,w,Individual,1,1
11900,36 months,17.97,430.04,D,D4,SALES / CUSTOMER SERVICE,3 years,MORTGAGE,34000,Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,32.83,May-1993,10,1,8890,35,41,w,Individual,2,1
20800,60 months,18.99,539.45,E,E1,Business Analyst,< 1 year,RENT,60000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,29.6,Aug-2006,15,0,14899,69.3,27,w,Individual,0,0
30000,36 months,10.78,979.04,B,B4,Business Consultant,10+ years,MORTGAGE,70000,Source Verified,Dec-2015,Charged Off,credit_card,Credit card refinancing,22.99,Jun-1998,11,0,33542,73.9,26,w,Individual,2,0
12000,36 months,9.8,386.09,B,B3,Secretary,3 years,OWN,31200,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,30.04,Nov-2000,8,0,5652,56.5,11,w,Individual,1,0
5000,36 months,11.48,164.84,B,B5,Psychologist,2 years,MORTGAGE,85000,Source Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,8.28,Nov-1990,5,0,327,15.6,38,f,Individual,6,0
15000,60 months,17.97,380.66,D,D4,Book Keeper,2 years,RENT,45500,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,30.95,Jul-1998,13,0,13021,37,50,w,Individual,0,0
18900,36 months,12.88,635.73,C,C2,Teacher,5 years,RENT,45000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,30.45,Oct-2001,14,0,13106,69.3,31,w,Individual,0,0
5000,36 months,7.91,156.48,A,A5,Librarian,10+ years,MORTGAGE,67000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,36.53,Mar-1978,34,0,44464,60.3,56,w,Individual,5,0
19850,36 months,10.78,647.8,B,B4,Business Officer 2,7 years,RENT,85005,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,17.2,May-2006,14,0,15506,37.1,20,w,Individual,0,0
8000,36 months,13.99,273.39,C,C4,English Teacher,2 years,MORTGAGE,80000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,19.74,Jan-2002,11,1,6779,36.6,21,w,Individual,0,1
20000,60 months,16.59,492.66,D,D2,Lead Quality Inspector,4 years,MORTGAGE,100000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,20,Oct-2005,12,0,18478,67,25,w,Individual,3,0
20000,60 months,13.99,465.27,C,C4,assistant manager,10+ years,OWN,60000,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,23.24,May-1996,14,1,4985,30,27,w,Individual,1,1
18000,60 months,19.89,475.79,E,E3,General Manager/Chef,7 years,RENT,50000,Source Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,13.49,Oct-1999,8,1,10258,63.3,23,w,Individual,0,1
28000,60 months,22.45,780.52,F,F1,Deputy Sheriff,8 years,RENT,93000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,,17.73,Nov-2007,14,0,17698,33.5,19,w,Individual,0,0
12000,36 months,13.99,410.08,C,C4,Credit Operations Supervisor,3 years,RENT,50000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,20.31,Oct-1994,13,1,7167,33,37,w,Individual,0,1
15000,36 months,9.8,482.61,B,B3,Legal Secretary,4 years,RENT,52500,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,4.96,Feb-2002,8,1,10459,52.3,16,w,Individual,3,1
30000,36 months,7.49,933.05,A,A4,"Manager, Model Development QA",3 years,MORTGAGE,130000,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,9.82,Apr-1987,11,0,39025,28,23,w,Individual,2,0
17000,36 months,5.32,511.96,A,A1,Category Manager,5 years,MORTGAGE,98000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,9.21,Mar-2001,9,0,18067,29.8,24,w,Individual,4,0
12000,60 months,11.99,266.88,C,C1,Engineer,10+ years,MORTGAGE,67894,Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,23,Jan-1988,11,0,26888,70.2,21,w,Individual,3,0
15750,36 months,16.59,558.33,D,D2,Teacher,8 years,RENT,50000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,21.96,Nov-2001,18,0,8770,65.9,49,w,Individual,0,0
5000,36 months,10.78,163.18,B,B4,Teacher,10+ years,OWN,55000,Not Verified,Dec-2015,Fully Paid,major_purchase,Major purchase,30.98,Oct-1998,9,0,17669,78.2,12,w,Individual,0,0
24000,60 months,13.99,558.32,C,C4,executive chef,10+ years,MORTGAGE,115000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,17.71,Nov-1994,11,1,20359,73.5,32,w,Individual,2,1
15000,36 months,9.17,478.19,B,B2,Purchasing,10+ years,RENT,45000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,16.93,Feb-1994,6,1,9481,55,22,w,Individual,1,1
30000,60 months,13.44,689.37,C,C3,teacher,10+ years,MORTGAGE,70000,Source Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,12.08,Jun-1994,12,0,19212,52.8,33,w,Individual,2,0
4200,36 months,7.49,130.63,A,A4,Senior Technology Specialist,10+ years,MORTGAGE,90000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,24.85,Aug-2001,15,0,15478,33.5,38,f,Individual,7,0
24000,60 months,8.49,492.29,B,B1,Analyst,3 years,MORTGAGE,93000,Not Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,14.98,Jan-2000,24,1,6616,6.9,47,w,Individual,3,0
6025,36 months,11.99,200.09,C,C1,Baker,7 years,RENT,25000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,,6.82,Nov-2012,3,0,4877,46,6,w,Individual,0,0
12250,60 months,9.17,255.31,B,B2,insurance agent,< 1 year,MORTGAGE,110000,Source Verified,Dec-2015,Current,car,Car financing,12.61,Dec-1999,8,0,18943,68.6,19,w,Individual,2,0
14850,60 months,18.49,381.07,D,D5,Billing/AR Coordinator,10+ years,MORTGAGE,45000,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,13.57,May-1999,13,0,16081,45.7,32,w,Individual,1,0
10000,36 months,6.49,306.45,A,A2,Police Sergeant,10+ years,MORTGAGE,106000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,16.45,Jun-1985,17,0,45381,16,32,w,Individual,6,0
20000,60 months,19.89,528.66,E,E3,Director of Global Pricing,5 years,MORTGAGE,170000,Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,13.92,Jan-2003,14,0,24720,53,21,w,Individual,4,0
10000,36 months,11.48,329.67,B,B5,Police Officer,2 years,MORTGAGE,105000,Verified,Dec-2015,Charged Off,small_business,Business,36.81,Aug-1988,11,2,4268,34,37,w,Individual,1,1
35000,36 months,12.88,1177.27,C,C2,Vice President Forecasting and Planning,1 year,MORTGAGE,240000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,4.3,Jun-1996,10,0,37389,85.9,17,w,Individual,5,0
15000,36 months,12.88,504.55,C,C2,Marketing Director,< 1 year,RENT,89000,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,34.58,Aug-1997,27,1,32901,81.4,43,w,Individual,1,1
5000,36 months,11.99,166.05,C,C1,Sales,8 years,RENT,60000,Verified,Dec-2015,Fully Paid,moving,Moving and relocation,19.27,Apr-2004,13,0,18425,43,30,w,Individual,0,0
11000,36 months,13.99,375.91,C,C4,Application Analyst,3 years,RENT,65000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,21.88,Dec-2002,13,0,9862,64.5,28,f,Individual,0,0
5500,36 months,15.77,192.74,D,D1,Clinical Demand and Supply Lead,2 years,MORTGAGE,101000,Verified,Dec-2015,Fully Paid,vacation,Vacation,25.55,Oct-2007,14,0,27478,88,21,w,Individual,1,0
2500,36 months,11.99,83.03,C,C1,Administrative Assistant,< 1 year,MORTGAGE,50400,Source Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,12.48,Oct-2004,5,1,35,1.1,12,w,Individual,2,0
21150,36 months,15.77,741.18,D,D1,Owner,5 years,MORTGAGE,52000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,26.17,Apr-1998,10,1,16582,63.5,32,f,Individual,3,0
20000,36 months,11.48,659.33,B,B5,Business Manager,1 year,RENT,185000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,25.7,Apr-2000,17,0,31201,90.2,28,w,Individual,0,0
5875,36 months,11.48,193.68,B,B5,MIT,3 years,RENT,25200,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,10.48,Oct-2011,10,0,4446,39,11,w,Individual,0,0
24000,36 months,7.49,746.44,A,A4,Associate Director,10+ years,RENT,107000,Source Verified,Dec-2015,Fully Paid,car,Car financing,15.15,Jul-1984,13,0,23594,34.8,22,w,Individual,0,0
12000,36 months,9.8,386.09,B,B3,Transportation COordinator,1 year,RENT,46000,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,27.42,Jan-1998,19,0,18383,41,27,w,Individual,2,0
19200,60 months,18.99,497.96,E,E1,Senior Project Manager,10+ years,OWN,113000,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,23.81,Jun-2001,16,0,25878,79.9,49,w,Individual,6,0
8000,36 months,13.99,273.39,C,C4,,,MORTGAGE,50000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,,19.85,May-1986,8,0,29588,83.3,18,w,Individual,3,0
